,test_name,acc,ductive,seed,unlabeled_amount,labeled_amount
48,2 layer GCN with Edge Weights,0.7666666666666667,trans,3,300,400
49,2 layer GCN with Edge Weights,0.86,in,3,300,400
50,2 layer GCN with Edge Weights,0.7575,trans,3,400,400
51,2 layer GCN with Edge Weights,0.8375,in,3,400,400
52,2 layer GCN with Edge Weights,0.7616666666666667,trans,3,600,400
53,2 layer GCN with Edge Weights,0.8466666666666667,in,3,600,400
54,2 layer GCN with Edge Weights,0.716,trans,3,1000,400
55,2 layer GCN with Edge Weights,0.83,in,3,1000,400
56,2 layer GCN with Edge Weights,0.9,trans,4,40,400
57,2 layer GCN with Edge Weights,0.875,in,4,40,400
58,2 layer GCN with Edge Weights,0.78,trans,4,100,400
59,2 layer GCN with Edge Weights,0.77,in,4,100,400
60,2 layer GCN with Edge Weights,0.81,trans,4,200,400
61,2 layer GCN with Edge Weights,0.845,in,4,200,400
62,2 layer GCN with Edge Weights,0.81,trans,4,300,400
63,2 layer GCN with Edge Weights,0.85,in,4,300,400
64,2 layer GCN with Edge Weights,0.835,trans,4,400,400
65,2 layer GCN with Edge Weights,0.8475,in,4,400,400
66,2 layer GCN with Edge Weights,0.815,trans,4,600,400
67,2 layer GCN with Edge Weights,0.8266666666666667,in,4,600,400
68,2 layer GCN with Edge Weights,0.745,trans,4,1000,400
69,2 layer GCN with Edge Weights,0.833,in,4,1000,400
70,2 layer GCN with Edge Weights,0.8,trans,5,40,400
71,2 layer GCN with Edge Weights,0.825,in,5,40,400
72,2 layer GCN with Edge Weights,0.76,trans,5,100,400
73,2 layer GCN with Edge Weights,0.78,in,5,100,400
74,2 layer GCN with Edge Weights,0.77,trans,5,200,400
75,2 layer GCN with Edge Weights,0.8,in,5,200,400
76,2 layer GCN with Edge Weights,0.7766666666666666,trans,5,300,400
77,2 layer GCN with Edge Weights,0.82,in,5,300,400
78,2 layer GCN with Edge Weights,0.8225,trans,5,400,400
79,2 layer GCN with Edge Weights,0.82,in,5,400,400
80,2 layer GCN with Edge Weights,0.7833333333333333,trans,5,600,400
81,2 layer GCN with Edge Weights,0.8516666666666667,in,5,600,400
82,2 layer GCN with Edge Weights,0.757,trans,5,1000,400
83,2 layer GCN with Edge Weights,0.842,in,5,1000,400
84,2 layer GCN with Edge Weights,0.8,trans,6,40,400
85,2 layer GCN with Edge Weights,0.875,in,6,40,400
86,2 layer GCN with Edge Weights,0.83,trans,6,100,400
87,2 layer GCN with Edge Weights,0.82,in,6,100,400
88,2 layer GCN with Edge Weights,0.815,trans,6,200,400
89,2 layer GCN with Edge Weights,0.815,in,6,200,400
90,2 layer GCN with Edge Weights,0.8233333333333334,trans,6,300,400
91,2 layer GCN with Edge Weights,0.8466666666666667,in,6,300,400
92,2 layer GCN with Edge Weights,0.7775,trans,6,400,400
93,2 layer GCN with Edge Weights,0.845,in,6,400,400
94,2 layer GCN with Edge Weights,0.7683333333333333,trans,6,600,400
95,2 layer GCN with Edge Weights,0.8183333333333334,in,6,600,400
96,2 layer GCN with Edge Weights,0.798,trans,6,1000,400
97,2 layer GCN with Edge Weights,0.828,in,6,1000,400
98,2 layer GCN with Edge Weights,0.775,trans,7,40,400
99,2 layer GCN with Edge Weights,0.825,in,7,40,400
100,2 layer GCN with Edge Weights,0.83,trans,7,100,400
101,2 layer GCN with Edge Weights,0.85,in,7,100,400
102,2 layer GCN with Edge Weights,0.785,trans,7,200,400
103,2 layer GCN with Edge Weights,0.84,in,7,200,400
104,2 layer GCN with Edge Weights,0.8,trans,7,300,400
105,2 layer GCN with Edge Weights,0.8366666666666667,in,7,300,400
106,2 layer GCN with Edge Weights,0.785,trans,7,400,400
107,2 layer GCN with Edge Weights,0.845,in,7,400,400
108,2 layer GCN with Edge Weights,0.7416666666666667,trans,7,600,400
109,2 layer GCN with Edge Weights,0.835,in,7,600,400
110,2 layer GCN with Edge Weights,0.773,trans,7,1000,400
111,2 layer GCN with Edge Weights,0.831,in,7,1000,400
112,2 layer GCN with Edge Weights,0.875,trans,8,40,400
113,2 layer GCN with Edge Weights,0.875,in,8,40,400
114,2 layer GCN with Edge Weights,0.76,trans,8,100,400
115,2 layer GCN with Edge Weights,0.83,in,8,100,400
116,2 layer GCN with Edge Weights,0.78,trans,8,200,400
117,2 layer GCN with Edge Weights,0.82,in,8,200,400
118,2 layer GCN with Edge Weights,0.81,trans,8,300,400
119,2 layer GCN with Edge Weights,0.82,in,8,300,400
120,2 layer GCN with Edge Weights,0.765,trans,8,400,400
121,2 layer GCN with Edge Weights,0.82,in,8,400,400
122,2 layer GCN with Edge Weights,0.7816666666666666,trans,8,600,400
123,2 layer GCN with Edge Weights,0.8266666666666667,in,8,600,400
124,2 layer GCN with Edge Weights,0.785,trans,8,1000,400
125,2 layer GCN with Edge Weights,0.845,in,8,1000,400
126,2 layer GCN with Edge Weights,0.825,trans,9,40,400
127,2 layer GCN with Edge Weights,0.85,in,9,40,400
128,2 layer GCN with Edge Weights,0.76,trans,9,100,400
129,2 layer GCN with Edge Weights,0.88,in,9,100,400
130,2 layer GCN with Edge Weights,0.8,trans,9,200,400
131,2 layer GCN with Edge Weights,0.83,in,9,200,400
132,2 layer GCN with Edge Weights,0.7933333333333333,trans,9,300,400
133,2 layer GCN with Edge Weights,0.8466666666666667,in,9,300,400
134,2 layer GCN with Edge Weights,0.8,trans,9,400,400
135,2 layer GCN with Edge Weights,0.8475,in,9,400,400
136,2 layer GCN with Edge Weights,0.7616666666666667,trans,9,600,400
137,2 layer GCN with Edge Weights,0.8083333333333333,in,9,600,400
138,2 layer GCN with Edge Weights,0.725,trans,9,1000,400
139,2 layer GCN with Edge Weights,0.836,in,9,1000,400
