,test_name,acc,ductive,seed,unlabeled_amount,labeled_amount
66,2 layer GCN with Edge Weights,0.76,trans,4,600,160
67,2 layer GCN with Edge Weights,0.7816666666666666,in,4,600,160
68,2 layer GCN with Edge Weights,0.726,trans,4,1000,160
69,2 layer GCN with Edge Weights,0.749,in,4,1000,160
70,2 layer GCN with Edge Weights,0.675,trans,5,40,160
71,2 layer GCN with Edge Weights,0.725,in,5,40,160
72,2 layer GCN with Edge Weights,0.76,trans,5,100,160
73,2 layer GCN with Edge Weights,0.68,in,5,100,160
74,2 layer GCN with Edge Weights,0.755,trans,5,200,160
75,2 layer GCN with Edge Weights,0.76,in,5,200,160
76,2 layer GCN with Edge Weights,0.78,trans,5,300,160
77,2 layer GCN with Edge Weights,0.7566666666666667,in,5,300,160
78,2 layer GCN with Edge Weights,0.7325,trans,5,400,160
79,2 layer GCN with Edge Weights,0.77,in,5,400,160
80,2 layer GCN with Edge Weights,0.755,trans,5,600,160
81,2 layer GCN with Edge Weights,0.76,in,5,600,160
82,2 layer GCN with Edge Weights,0.739,trans,5,1000,160
83,2 layer GCN with Edge Weights,0.753,in,5,1000,160
84,2 layer GCN with Edge Weights,0.8,trans,6,40,160
85,2 layer GCN with Edge Weights,0.8,in,6,40,160
86,2 layer GCN with Edge Weights,0.73,trans,6,100,160
87,2 layer GCN with Edge Weights,0.77,in,6,100,160
88,2 layer GCN with Edge Weights,0.73,trans,6,200,160
89,2 layer GCN with Edge Weights,0.77,in,6,200,160
90,2 layer GCN with Edge Weights,0.7866666666666666,trans,6,300,160
91,2 layer GCN with Edge Weights,0.7766666666666666,in,6,300,160
92,2 layer GCN with Edge Weights,0.7625,trans,6,400,160
93,2 layer GCN with Edge Weights,0.79,in,6,400,160
94,2 layer GCN with Edge Weights,0.705,trans,6,600,160
95,2 layer GCN with Edge Weights,0.795,in,6,600,160
96,2 layer GCN with Edge Weights,0.728,trans,6,1000,160
97,2 layer GCN with Edge Weights,0.77,in,6,1000,160
98,2 layer GCN with Edge Weights,0.775,trans,7,40,160
99,2 layer GCN with Edge Weights,0.825,in,7,40,160
100,2 layer GCN with Edge Weights,0.8,trans,7,100,160
101,2 layer GCN with Edge Weights,0.72,in,7,100,160
102,2 layer GCN with Edge Weights,0.71,trans,7,200,160
103,2 layer GCN with Edge Weights,0.765,in,7,200,160
104,2 layer GCN with Edge Weights,0.7266666666666667,trans,7,300,160
105,2 layer GCN with Edge Weights,0.8,in,7,300,160
106,2 layer GCN with Edge Weights,0.675,trans,7,400,160
107,2 layer GCN with Edge Weights,0.755,in,7,400,160
108,2 layer GCN with Edge Weights,0.6966666666666667,trans,7,600,160
109,2 layer GCN with Edge Weights,0.7833333333333333,in,7,600,160
110,2 layer GCN with Edge Weights,0.685,trans,7,1000,160
111,2 layer GCN with Edge Weights,0.819,in,7,1000,160
112,2 layer GCN with Edge Weights,0.775,trans,8,40,160
113,2 layer GCN with Edge Weights,0.75,in,8,40,160
114,2 layer GCN with Edge Weights,0.65,trans,8,100,160
115,2 layer GCN with Edge Weights,0.79,in,8,100,160
116,2 layer GCN with Edge Weights,0.59,trans,8,200,160
117,2 layer GCN with Edge Weights,0.775,in,8,200,160
118,2 layer GCN with Edge Weights,0.6166666666666667,trans,8,300,160
119,2 layer GCN with Edge Weights,0.7533333333333333,in,8,300,160
120,2 layer GCN with Edge Weights,0.73,trans,8,400,160
121,2 layer GCN with Edge Weights,0.78,in,8,400,160
122,2 layer GCN with Edge Weights,0.6816666666666666,trans,8,600,160
123,2 layer GCN with Edge Weights,0.7366666666666667,in,8,600,160
124,2 layer GCN with Edge Weights,0.634,trans,8,1000,160
125,2 layer GCN with Edge Weights,0.797,in,8,1000,160
126,2 layer GCN with Edge Weights,0.8,trans,9,40,160
127,2 layer GCN with Edge Weights,0.825,in,9,40,160
128,2 layer GCN with Edge Weights,0.85,trans,9,100,160
129,2 layer GCN with Edge Weights,0.81,in,9,100,160
130,2 layer GCN with Edge Weights,0.815,trans,9,200,160
131,2 layer GCN with Edge Weights,0.84,in,9,200,160
132,2 layer GCN with Edge Weights,0.7733333333333333,trans,9,300,160
133,2 layer GCN with Edge Weights,0.7766666666666666,in,9,300,160
134,2 layer GCN with Edge Weights,0.7775,trans,9,400,160
135,2 layer GCN with Edge Weights,0.7775,in,9,400,160
136,2 layer GCN with Edge Weights,0.7733333333333333,trans,9,600,160
137,2 layer GCN with Edge Weights,0.7866666666666666,in,9,600,160
138,2 layer GCN with Edge Weights,0.765,trans,9,1000,160
139,2 layer GCN with Edge Weights,0.79,in,9,1000,160
